Ville,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,Prix
Casablanca,2022,Automatique,Essence,42499.5,Mini,One,3.0,WW au Maroc,Oui,9,235300
Tanger,2018,Manuelle,Essence,114999.5,Fiat,Panda,5.0,WW au Maroc,Non,7,82000
Casablanca,2015,Manuelle,Diesel,124999.5,Peugeot,3008,5.0,WW au Maroc,Oui,6,135000
Fès,2015,Manuelle,Diesel,184999.5,Renault,Kangoo,5.0,WW au Maroc,Non,6,122000
Rabat,2020,Automatique,Diesel,72499.5,Kia,Proceed,5.0,WW au Maroc,Oui,8,230000
Marrakech,2017,Automatique,Diesel,224999.5,Hyundai,Santa Fe,5.0,WW au Maroc,Non,8,178000
Casablanca,2017,Manuelle,Diesel,67499.5,BMW,X1,5.0,WW au Maroc,Oui,6,198000
Casablanca,2022,Automatique,Diesel,97499.5,BMW,X1,5.0,WW au Maroc,Oui,8,290000
Casablanca,2023,Automatique,Diesel,104999.5,Volkswagen,Touareg,3.0,Dédouanée,Non,12,420000
Casablanca,2019,Automatique,Diesel,52499.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,250000
Casablanca,2018,Automatique,Diesel,154999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,8,228000
Safi,2012,Manuelle,Essence,224999.5,Renault,Clio,5.0,WW au Maroc,Non,7,73000
El Jadida,2020,Manuelle,Diesel,92499.5,Hyundai,i20,5.0,WW au Maroc,Oui,6,142000
Rabat,2021,Automatique,Diesel,174999.5,Audi,A6,5.0,WW au Maroc,Oui,8,325000
Agadir,2011,Manuelle,Diesel,274999.5,Dacia,Duster,5.0,WW au Maroc,Non,6,105000
Fès,2019,Automatique,Diesel,134999.5,Volkswagen,Golf 7,5.0,WW au Maroc,Non,8,168000
Marrakech,2020,Automatique,Diesel,134999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Non,12,570000
Casablanca,2018,Automatique,Diesel,124999.5,Volkswagen,Golf 7,5.0,Importée neuve,Oui,8,285000
Bouskoura,2020,Automatique,Diesel,92499.5,Peugeot,2008,5.0,WW au Maroc,Non,6,220000
Berrechid,2019,Manuelle,Diesel,87499.5,Peugeot,308,5.0,WW au Maroc,Non,6,160000
Salé,2015,Manuelle,Diesel,154999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,90000
Casablanca,2012,Automatique,Diesel,22499.5,Peugeot,508,5.0,Importée neuve,Non,8,110000
Bouskoura,2018,Automatique,Diesel,164999.5,Opel,Mokka,5.0,WW au Maroc,Oui,6,165000
Fès,2021,Manuelle,Diesel,144999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,134000
Fès,2020,Manuelle,Diesel,92499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,119000
Fès,2021,Manuelle,Diesel,134999.5,Citroën,C3,5.0,WW au Maroc,Oui,6,137000
Berrechid,2019,Automatique,Diesel,124999.5,Seat,Ateca,5.0,Dédouanée,Non,6,240000
Casablanca,2020,Manuelle,Diesel,92499.5,Peugeot,308,5.0,WW au Maroc,Oui,6,160000
Settat,2024,Manuelle,Diesel,22499.5,Citroën,Berlingo,3.0,WW au Maroc,Oui,6,170000
Mohammedia,2018,Automatique,Diesel,184999.5,Audi,A3,5.0,Dédouanée,Oui,7,219000
Rabat,2016,Manuelle,Diesel,154999.5,Peugeot,508,5.0,WW au Maroc,Non,6,119000
Fès,2023,Manuelle,Diesel,92499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,147000
Fès,2021,Manuelle,Diesel,87499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,123000
Casablanca,2022,Automatique,Diesel,82499.5,Alfa Romeo,Giulia,5.0,WW au Maroc,Non,8,310000
Rabat,2012,Manuelle,Diesel,124999.5,Mini,Countryman,3.0,Dédouanée,Oui,6,138000
Casablanca,2022,Manuelle,Diesel,82499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,175000
Salé,2025,Manuelle,Diesel,12499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,177000
Marrakech,2022,Automatique,Electrique,27499.5,Jeep,Wrangler,5.0,Importée neuve,Oui,11,730000
Marrakech,2018,Automatique,Diesel,194999.5,Alfa Romeo,Stelvio,5.0,WW au Maroc,Oui,8,210000
Fès,2018,Automatique,Diesel,124999.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,188000
Casablanca,2011,Automatique,Diesel,194999.5,Audi,A4,5.0,Dédouanée,Non,8,108000
Nador,2010,Automatique,Diesel,224999.5,Volkswagen,Polo,5.0,Dédouanée,Non,6,105000
Casablanca,2009,Manuelle,Diesel,274999.5,Renault,Laguna,5.0,Importée neuve,Non,8,80000
Casablanca,2017,Manuelle,Diesel,37499.5,Fiat,500,3.0,WW au Maroc,Oui,5,105000
Fès,2019,Manuelle,Diesel,97499.5,Citroën,C3,5.0,WW au Maroc,Oui,6,120000
Fès,2021,Automatique,Diesel,92499.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Oui,6,175000
Mohammedia,2017,Automatique,Diesel,104999.5,Land Rover,Range Rover Sport,5.0,Importée neuve,Non,12,359000
Mohammedia,2019,Automatique,Diesel,144999.5,BMW,X5,5.0,WW au Maroc,Non,12,479000
Fès,2018,Automatique,Diesel,82499.5,Infiniti,Q30,5.0,Importée neuve,Oui,8,200000
Fès,2005,Manuelle,Diesel,324999.5,Volkswagen,Gol,5.0,WW au Maroc,Non,8,40000
Rabat,2020,Automatique,Diesel,77499.5,BMW,X6,5.0,WW au Maroc,Oui,10,640000
Rabat,2021,Automatique,Diesel,67499.5,Mercedes-Benz,Classe GLE,5.0,Dédouanée,Oui,8,850000
Agadir Melloul,2025,Automatique,Hybride,7499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,9,380000
Agadir,2011,Manuelle,Diesel,154999.5,Skoda,Octavia,5.0,Dédouanée,Non,6,120000
Agadir,2010,Manuelle,Diesel,154999.5,Skoda,Octavia,5.0,Dédouanée,Non,6,120000
Rabat,2020,Automatique,Diesel,77499.5,BMW,X6,5.0,WW au Maroc,Oui,10,640000
Casablanca,2023,Automatique,Diesel,37499.5,Audi,A6,5.0,WW au Maroc,Oui,8,395000
Fquih Ben Saleh,2018,Automatique,Diesel,134999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,360000
Fès,2022,Manuelle,Diesel,97499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,152000
Fès,2021,Automatique,Diesel,194999.5,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12,550000
Tanger,2021,Automatique,Diesel,97499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8,258000
Fès,2021,Automatique,Diesel,104999.5,Mercedes-Benz,Classe A,5.0,WW au Maroc,Oui,8,375000
Marrakech,2021,Automatique,Diesel,134999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,8,250000
Casablanca,2012,Manuelle,Diesel,114999.5,Peugeot,207,5.0,WW au Maroc,Non,6,85000
Agadir Melloul,1998,Manuelle,Diesel,374999.5,Toyota,Corolla,5.0,WW au Maroc,Non,8,36000
Casablanca,2016,Automatique,Diesel,194999.5,Audi,A4,5.0,WW au Maroc,Non,8,185000
Tanger,2021,Automatique,Diesel,92499.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Oui,12,450000
Casablanca,2021,Automatique,Diesel,124999.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,263000
Tétouan,2022,Automatique,Hybride,67499.5,Toyota,Corolla,5.0,WW au Maroc,Oui,6,255000
Rabat,2014,Manuelle,Diesel,134999.5,Toyota,RAV-4,5.0,WW au Maroc,Non,8,142000
Agadir,2016,Manuelle,Diesel,164999.5,Volkswagen,Polo,5.0,WW au Maroc,Oui,6,100000
Tétouan,2011,Automatique,Diesel,274999.5,Renault,Latitude,5.0,WW au Maroc,Oui,8,98000
Tanger,2006,Manuelle,Diesel,324999.5,Peugeot,Partner,5.0,WW au Maroc,Non,7,50000
Agadir,2019,Manuelle,Diesel,164999.5,Dacia,Dokker,5.0,WW au Maroc,Non,6,122000
Fès,2017,Manuelle,Diesel,134999.5,Ford,C Max,5.0,WW au Maroc,Non,6,164999
Rabat,2020,Automatique,Diesel,87499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,171000
Mohammedia,2016,Automatique,Diesel,224999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,8,173000
Agadir,2024,Manuelle,Diesel,47499.5,Renault,Clio,5.0,WW au Maroc,Non,6,219999
Rabat,2018,Automatique,Diesel,134999.5,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,158000
Rabat,2025,Automatique,Hybride,2499.5,Mercedes-Benz,Classe GLC,5.0,Importée neuve,Oui,9,1180000
Casablanca,2019,Automatique,Diesel,57499.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Oui,8,347000
Rabat,2022,Manuelle,Essence,62499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,112000
Rabat,2022,Manuelle,Essence,62499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,112000
Temara,2009,Manuelle,Diesel,324999.5,Toyota,Verso,5.0,WW au Maroc,Non,8,65000
Rabat,2014,Automatique,Essence,194999.5,Lincoln,MKX,5.0,Importée neuve,Oui,20,135000
Béni Mellal,2013,Manuelle,Diesel,154999.5,Ford,Fiesta,5.0,WW au Maroc,Non,7,98000
Casablanca,2012,Manuelle,Diesel,224999.5,Volkswagen,Jetta,5.0,WW au Maroc,Non,8,125000
Azilal,2016,Automatique,Diesel,224999.5,Volkswagen,Jetta,5.0,WW au Maroc,Non,6,145000
Marrakech,2020,Manuelle,Diesel,7499.5,Dacia,Duster,3.0,WW au Maroc,Oui,6,160000
Agadir,2019,Automatique,Diesel,184999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,155000
Fès,2004,Manuelle,Diesel,224999.5,Renault,Megane,5.0,WW au Maroc,Non,7,67000
Temara,2009,Manuelle,Essence,134999.5,Chevrolet,Optra,5.0,WW au Maroc,Non,9,38000
Rabat,2019,Automatique,Diesel,144999.5,Land Rover,Range Rover Vogue,3.0,Dédouanée,Oui,12,530000
Agadir,2024,Manuelle,Diesel,37499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,129000
Marrakech,2024,Automatique,Essence,2499.5,Alfa Romeo,Stelvio,5.0,WW au Maroc,Oui,17,670000
Fès,2021,Manuelle,Diesel,124999.5,Opel,Corsa,5.0,WW au Maroc,Oui,6,139000
Rabat,2018,Automatique,Diesel,82499.5,Volkswagen,Coccinelle,3.0,Dédouanée,Oui,8,195000
Tanger,2016,Automatique,Diesel,154999.5,Mercedes-Benz,220,5.0,WW au Maroc,Non,6,238000
Rabat,2018,Automatique,Diesel,154999.5,BMW,Série 5,5.0,WW au Maroc,Non,8,278000
Rabat,2021,Automatique,Diesel,87499.5,Audi,A3,3.0,Importée neuve,Oui,8,425000
Rabat,2021,Manuelle,Diesel,67499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,150000
Fès,2023,Automatique,Diesel,82499.5,Renault,Megane,5.0,WW au Maroc,Oui,6,189000
Taza,1994,Manuelle,Diesel,134999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,8,68000
Rabat,2018,Manuelle,Diesel,97499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,6,199000
Tanger,2018,Manuelle,Diesel,124999.5,Citroën,Berlingo,5.0,WW au Maroc,Non,6,135000
Casablanca,2022,Manuelle,Diesel,87499.5,Peugeot,208,5.0,WW au Maroc,Non,6,137000
Rabat,2022,Automatique,Diesel,92499.5,Jeep,Renegade,3.0,Dédouanée,Oui,6,195000
Tanger,2021,Automatique,Diesel,92499.5,Audi,A3,5.0,Importée neuve,Non,8,395000
Tétouan,2021,Automatique,Hybride,57499.5,Toyota,Corolla X SUV,5.0,Dédouanée,Oui,6,235000
Tanger,2021,Automatique,Hybride,72499.5,Mercedes-Benz,Classe GLC,5.0,Dédouanée,Non,8,665000
Tanger,2022,Automatique,Diesel,57499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,7,315000
Temara,2021,Automatique,Diesel,97499.5,Renault,Kadjar,5.0,WW au Maroc,Oui,6,215000
Laâyoune,2022,Automatique,Diesel,164999.5,Skoda,Kodiaq,5.0,WW au Maroc,Non,8,320000
Rabat,2019,Manuelle,Diesel,124999.5,Citroën,C3,5.0,WW au Maroc,Oui,6,123000
Casablanca,2019,Automatique,Hybride,124999.5,Lexus,ES,5.0,WW au Maroc,Oui,14,280000
Meknès,2019,Manuelle,Diesel,92499.5,Citroën,Berlingo,5.0,WW au Maroc,Non,6,185000
Tanger,2012,Manuelle,Essence,114999.5,Renault,Twingo,3.0,WW au Maroc,Non,7,65000
Rabat,2021,Automatique,Diesel,72499.5,Mercedes-Benz,220,5.0,Dédouanée,Oui,8,480000
Tanger,2013,Manuelle,Diesel,194999.5,Seat,Leon,5.0,WW au Maroc,Oui,6,120000
Ouazzane,2013,Manuelle,Diesel,324999.5,Ford,C Max,5.0,WW au Maroc,Non,7,110800
Casablanca,2019,Automatique,Diesel,164999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,200000
Casablanca,2017,Automatique,Diesel,134999.5,Audi,A4,5.0,WW au Maroc,Oui,8,190000
Casablanca,2009,Automatique,Diesel,374999.5,Volkswagen,Touareg,5.0,WW au Maroc,Oui,8,68000
Casablanca,2019,Automatique,Diesel,17499.5,Skoda,Kodiaq,5.0,WW au Maroc,Oui,8,285000
Fès,2025,Automatique,Essence,17499.5,Hyundai,Accent,5.0,WW au Maroc,Oui,8,198000
Casablanca,2021,Automatique,Diesel,87499.5,BMW,Série 1,5.0,WW au Maroc,Non,8,295000
Tanger,2017,Automatique,Diesel,274999.5,Audi,A3,5.0,Dédouanée,Non,8,270000
Meknès,2020,Automatique,Diesel,134999.5,Hyundai,Tucson,5.0,WW au Maroc,Non,6,283000
Rabat,2022,Automatique,Diesel,97499.5,Renault,Kadjar,5.0,WW au Maroc,Oui,6,235000
Casablanca,2011,Manuelle,Diesel,224999.5,Mitsubishi,Outlander,5.0,WW au Maroc,Non,9,98000
Tanger,2012,Manuelle,Essence,224999.5,Hyundai,i10,5.0,WW au Maroc,Non,5,55000
Marrakech,2017,Automatique,Diesel,77499.5,Ford,Fusion,5.0,Importée neuve,Non,8,150000
Tanger,2010,Manuelle,Essence,32499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,52000
Casablanca,2022,Automatique,Diesel,57499.5,Volkswagen,Golf 8,5.0,WW au Maroc,Oui,8,310000
Saidia,2014,Manuelle,Diesel,77499.5,Peugeot,Expert,5.0,Dédouanée,Non,8,185000
Kénitra,2018,Manuelle,Diesel,154999.5,Seat,Ibiza,5.0,WW au Maroc,Non,6,125000
Nador,2007,Manuelle,Essence,224999.5,Citroën,C3,3.0,Dédouanée,Oui,6,52000
Rabat,2018,Automatique,Diesel,164999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8,270000
Casablanca,2020,Automatique,Essence,47499.5,Fiat,500,3.0,WW au Maroc,Oui,7,134000
Salé,2008,Manuelle,Diesel,17499.5,BMW,Série 1,5.0,Importée neuve,Non,8,103000
Oujda,2011,Manuelle,Essence,274999.5,Fiat,Punto,5.0,WW au Maroc,Non,7,41000
Casablanca,2024,Automatique,Hybride,12499.5,Toyota,Yaris,5.0,WW au Maroc,Oui,9,195000
Casablanca,2025,Manuelle,Diesel,27499.5,Peugeot,208,5.0,WW au Maroc,Oui,6,177000
Oujda,2017,Manuelle,Essence,17499.5,Ford,Fiesta,5.0,WW au Maroc,Non,7,87000
Casablanca,2020,Manuelle,Diesel,114999.5,Citroën,C3,5.0,WW au Maroc,Non,6,129000
Agadir,2024,Automatique,Diesel,37499.5,Renault,Megane,5.0,WW au Maroc,Oui,6,279000
Agadir,2020,Manuelle,Diesel,104999.5,Dacia,Dokker,5.0,WW au Maroc,Oui,6,158000
Casablanca,2013,Manuelle,Diesel,174999.5,Ford,Focus,5.0,WW au Maroc,Non,6,128000
Marrakech,2022,Automatique,Diesel,62499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,270000
Guercif,2022,Automatique,Essence,62499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,143000
Casablanca,2021,Manuelle,Essence,87499.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,105000
Fès,2024,Automatique,Diesel,32499.5,Kia,Sportage,5.0,WW au Maroc,Oui,6,320000
Marrakech,2016,Automatique,Diesel,174999.5,Mercedes-Benz,Classe E,5.0,WW au Maroc,Oui,8,270000
Temara,2018,Manuelle,Diesel,164999.5,Seat,Ibiza,5.0,WW au Maroc,Oui,6,102000
Fès,2005,Automatique,Diesel,7499.5,Peugeot,307,5.0,WW au Maroc,Non,6,72000
Marrakech,2012,Automatique,Diesel,274999.5,Audi,Q5,5.0,WW au Maroc,Non,11,140000
Tétouan,2020,Automatique,Diesel,224999.5,Mercedes-Benz,Classe E,5.0,WW au Maroc,Non,8,395000
Casablanca,2022,Automatique,Diesel,154999.5,Seat,Ateca,5.0,WW au Maroc,Non,8,280000
Oujda,2008,Manuelle,Essence,224999.5,Dacia,Logan,5.0,Importée neuve,Non,8,55000
Marrakech,2017,Automatique,Diesel,124999.5,Audi,Q7,5.0,WW au Maroc,Oui,12,380000
Asilah,2013,Automatique,Diesel,154999.5,Mitsubishi,L200,5.0,WW au Maroc,Oui,10,95000
Agadir,2017,Automatique,Diesel,194999.5,Skoda,Octavia,5.0,WW au Maroc,Non,8,178000
Casablanca,2020,Automatique,Diesel,77499.5,Skoda,Karoq,5.0,WW au Maroc,Oui,8,190000
Meknès,2009,Manuelle,Diesel,27499.5,Kia,Sorento,5.0,WW au Maroc,Non,10,69000
Casablanca,2017,Manuelle,Diesel,184999.5,Ford,Fiesta,5.0,WW au Maroc,Non,7,104000
Rabat,2016,Automatique,Diesel,224999.5,Volkswagen,Touran,5.0,Dédouanée,Non,8,230000
Casablanca,2017,Automatique,Diesel,42499.5,Dacia,Duster,5.0,WW au Maroc,Oui,7,60000
Mohammedia,2023,Automatique,Diesel,164999.5,Mercedes-Benz,180,5.0,Dédouanée,Oui,6,299000
Sidi Kacem,2020,Manuelle,Diesel,124999.5,Dacia,Dokker,5.0,WW au Maroc,Oui,6,110000
Casablanca,2014,Automatique,Diesel,134999.5,Honda,Accord,5.0,WW au Maroc,Non,9,135000
Bouznika,2019,Automatique,Diesel,164999.5,Mercedes-Benz,Classe C,3.0,Dédouanée,Non,8,415000
Meknès,2013,Manuelle,Diesel,22499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,76000
Marrakech,2020,Manuelle,Diesel,22499.5,Dacia,Duster,3.0,WW au Maroc,Oui,6,160000
Casablanca,2014,Automatique,Diesel,224999.5,BMW,Série 1,5.0,WW au Maroc,Non,8,175000
Casablanca,2019,Automatique,Diesel,52499.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,250000
Casablanca,2015,Automatique,Diesel,114999.5,Ssangyong,Korando,5.0,WW au Maroc,Non,8,120000
Casablanca,2014,Automatique,Diesel,274999.5,Audi,Q7,5.0,WW au Maroc,Non,11,116000
Casablanca,2022,Automatique,Diesel,57499.5,Volkswagen,Golf 8,5.0,WW au Maroc,Oui,8,305000
Tétouan,2022,Manuelle,Diesel,32499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,210000
Temara,2022,Automatique,Diesel,97499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,198000
Rabat,2007,Automatique,Diesel,224999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,9,108000
Tanger,2012,Manuelle,Essence,154999.5,Volkswagen,Golf 6,5.0,WW au Maroc,Oui,6,108000
Marrakech,2012,Automatique,Diesel,224999.5,Audi,A3,5.0,WW au Maroc,Non,6,110000
Inzegan,2019,Automatique,Diesel,12499.5,Autre,Autres,5.0,WW au Maroc,Non,6,133000
Rabat,2021,Automatique,Diesel,224999.5,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12,260000
Casablanca,2019,Automatique,Diesel,194999.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,330000
Fès,2025,Manuelle,Diesel,32499.5,Seat,Leon,5.0,WW au Maroc,Oui,8,265000
Deroua,2016,Manuelle,Essence,184999.5,Dacia,Sandero,5.0,WW au Maroc,Non,5,70000
El Jadida,2020,Automatique,Diesel,82499.5,Renault,Clio,5.0,Dédouanée,Non,6,139000
Fès,2019,Automatique,Hybride,47499.5,Toyota,C-HR,5.0,WW au Maroc,Oui,8,215000
Oujda,2019,Automatique,Diesel,12499.5,Renault,Megane,5.0,WW au Maroc,Non,7,171000
Fès,2021,Manuelle,Diesel,144999.5,Dacia,Sandero,5.0,WW au Maroc,Non,7,145000
Rabat,2020,Manuelle,Diesel,144999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,170000
Fès,2003,Manuelle,Essence,224999.5,Fiat,Uno,5.0,WW au Maroc,Non,6,37000
Agadir,2012,Automatique,Diesel,194999.5,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,12,125000
Mohammedia,2008,Manuelle,Diesel,7499.5,Ford,C Max,5.0,WW au Maroc,Non,7,800000
Khemisset,2025,Automatique,Diesel,17499.5,Toyota,Hilux,5.0,Importée neuve,Oui,10,340000
Casablanca,2021,Manuelle,Diesel,67499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,150500
Sidi Bennour,2008,Manuelle,Diesel,224999.5,Ford,Focus,5.0,WW au Maroc,Non,7,82000
Kénitra,2016,Manuelle,Diesel,164999.5,Kia,Sportage,5.0,WW au Maroc,Non,8,155000
Casablanca,2023,Manuelle,Diesel,104999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,147000
Casablanca,2021,Automatique,Hybride,82499.5,Toyota,Yaris,5.0,WW au Maroc,Non,8,185000
Casablanca,2021,Automatique,Diesel,154999.5,Ford,Kuga,5.0,WW au Maroc,Oui,7,275000
Marrakech,2004,Manuelle,Diesel,274999.5,Renault,Scenic,5.0,WW au Maroc,Non,6,65000
Souk Sebt Ouled Nemma,2010,Manuelle,Diesel,224999.5,Peugeot,Partner,5.0,WW au Maroc,Non,6,98000
Asilah,2006,Automatique,Diesel,184999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,8,112000
Fès,2021,Manuelle,Diesel,82499.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,213000
Biougra,1985,Manuelle,Diesel,154999.5,Renault,R25,5.0,Dédouanée,Non,9,30000
Marrakech,2004,Manuelle,Diesel,104999.5,Ford,Focus,5.0,WW au Maroc,Non,7,54000
Tanger,2017,Manuelle,Diesel,77499.5,Kia,Sportage,5.0,Dédouanée,Non,7,169000
Tanger,2011,Automatique,Essence,134999.5,Alfa Romeo,159,5.0,WW au Maroc,Non,13,99000
Casablanca,2015,Automatique,Diesel,224999.5,Hyundai,Accent,5.0,WW au Maroc,Non,6,122000
Agadir,2008,Manuelle,Essence,194999.5,Volkswagen,Golf 5,5.0,Importée neuve,Non,11,110000
Mohammedia,2021,Manuelle,Diesel,87499.5,Dacia,Dokker,5.0,WW au Maroc,Oui,6,137000
Casablanca,2005,Manuelle,Essence,194999.5,Toyota,Yaris,5.0,WW au Maroc,Oui,6,55000
Ouarzazate,2019,Automatique,Diesel,134999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,8,225000
Fès,2024,Manuelle,Diesel,47499.5,Peugeot,208,3.0,WW au Maroc,Oui,6,165000
Agadir,2018,Manuelle,Diesel,174999.5,Ford,Kuga,5.0,WW au Maroc,Non,8,166000
Tanger,1991,Automatique,Diesel,2499.5,Mercedes-Benz,190,5.0,Dédouanée,Oui,8,58000
Salé,1999,Manuelle,Diesel,274999.5,Mercedes-Benz,220,5.0,Dédouanée,Oui,8,78000
Casablanca,2004,Manuelle,Diesel,324999.5,Mercedes-Benz,220,5.0,WW au Maroc,Non,9,95000
Rabat,2021,Automatique,Diesel,104999.5,Mercedes-Benz,Classe GLC,3.0,Dédouanée,Oui,8,640000
Meknès,2020,Automatique,Diesel,114999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Non,8,360000
Rabat,2021,Manuelle,Diesel,97499.5,Peugeot,208,5.0,WW au Maroc,Non,6,148000
Meknès,2013,Manuelle,Essence,224999.5,Renault,Clio,3.0,Dédouanée,Oui,6,65000
Salé,2015,Automatique,Diesel,134999.5,Audi,A3,3.0,WW au Maroc,Non,6,180000
Ben Guerir,2008,Manuelle,Diesel,12499.5,Mitsubishi,L200,5.0,WW au Maroc,Non,10,95000
Ouazzane,2016,Manuelle,Diesel,154999.5,Dacia,Duster,5.0,WW au Maroc,Non,6,127000
Casablanca,2016,Manuelle,Diesel,144999.5,Volkswagen,Golf 7,5.0,WW au Maroc,Non,6,135000
Guelmim,2004,Manuelle,Diesel,7499.5,Citroën,Berlingo,5.0,WW au Maroc,Non,7,53000
Al Hoceima,2020,Automatique,Diesel,67499.5,Peugeot,308,5.0,WW au Maroc,Non,6,195000
Tanger,2011,Manuelle,Diesel,324999.5,Volkswagen,Golf 6,5.0,Dédouanée,Non,8,120000
Casablanca,2007,Manuelle,Diesel,224999.5,Kia,Carens,5.0,WW au Maroc,Non,8,63000
Tanger,2019,Automatique,Diesel,134999.5,Volkswagen,Golf 7,5.0,WW au Maroc,Non,8,225000
Rabat,2009,Manuelle,Essence,274999.5,Renault,Symbol,5.0,WW au Maroc,Non,6,67000
El Kelâa des Sraghna,2008,Manuelle,Diesel,274999.5,Volkswagen,Touran,5.0,Dédouanée,Non,8,113000
Casablanca,2021,Automatique,Diesel,114999.5,Renault,Megane,5.0,WW au Maroc,Non,6,189000
Casablanca,2023,Automatique,Diesel,104999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Oui,9,439000
Casablanca,2019,Manuelle,Diesel,134999.5,Peugeot,208,5.0,WW au Maroc,Non,6,107000
Midelt,2019,Automatique,Diesel,114999.5,Audi,A3,5.0,WW au Maroc,Non,8,253000
Agadir,2016,Manuelle,Diesel,72499.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,117000
Kénitra,2020,Manuelle,Diesel,97499.5,Renault,Clio,3.0,WW au Maroc,Non,6,135000
Kénitra,2022,Manuelle,Diesel,144999.5,Renault,Clio,5.0,WW au Maroc,Non,6,153000
Casablanca,2013,Automatique,Diesel,324999.5,Audi,A6,5.0,WW au Maroc,Non,8,150000
Errachidia,2022,Manuelle,Diesel,92499.5,Renault,Express,5.0,WW au Maroc,Non,6,150000
Tétouan,2012,Manuelle,Diesel,124999.5,Hyundai,i30,5.0,WW au Maroc,Non,6,110000
Sidi Kacem,2016,Manuelle,Diesel,144999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,85000
Rabat,2023,Automatique,Diesel,104999.5,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12,540000
Tanger,2019,Manuelle,Diesel,104999.5,Citroën,C3,5.0,WW au Maroc,Non,7,125000
Kénitra,2020,Automatique,Diesel,104999.5,Hyundai,Accent,5.0,WW au Maroc,Non,6,163000
Kénitra,2020,Automatique,Diesel,224999.5,Mercedes-Benz,Classe E,5.0,WW au Maroc,Non,8,399000
Agadir,2011,Manuelle,Diesel,324999.5,Renault,Laguna,5.0,Dédouanée,Non,6,75000
Casablanca,1988,Manuelle,Diesel,82499.5,Jeep,Cherokee,5.0,WW au Maroc,Oui,8,50000
Temara,2011,Manuelle,Essence,124999.5,Suzuki,Celerio,5.0,WW au Maroc,Non,6,49000
Marrakech,2010,Automatique,Essence,154999.5,BMW,X1,5.0,WW au Maroc,Non,11,119000
Kénitra,2022,Automatique,Diesel,87499.5,Hyundai,Accent,5.0,WW au Maroc,Non,5,195000
