Ville,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,Prix
,2020,Manuelle,Diesel,124999.5,Dacia,Dokker,5.0,WW au Maroc,Non,6,128000
,2019,Manuelle,Diesel,134999.5,Peugeot,301,5.0,WW au Maroc,Non,6,117000
,2022,Automatique,Diesel,42499.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,299000
,2013,Manuelle,Diesel,174999.5,Dacia,Sandero,5.0,WW au Maroc,Non,6,83000
,2021,Manuelle,Diesel,42499.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,163000
,2023,Automatique,Essence,97499.5,Nissan,Qashqai,5.0,WW au Maroc,Oui,8,205000
,2007,Automatique,Diesel,224999.5,Peugeot,307,5.0,WW au Maroc,Non,6,68000
,2021,Manuelle,Diesel,77499.5,Peugeot,301,5.0,WW au Maroc,Non,6,128000
,2015,Manuelle,Diesel,27499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,100000
,2016,Manuelle,Essence,62499.5,Fiat,500,3.0,WW au Maroc,Non,7,105000
,2016,Automatique,Diesel,174999.5,BMW,X6,5.0,WW au Maroc,Non,11,265000
,2003,Manuelle,Diesel,274999.5,Fiat,Stilo,5.0,WW au Maroc,Non,8,47000
,2019,Manuelle,Diesel,134999.5,Renault,Clio,5.0,WW au Maroc,Non,6,106000
,2015,Manuelle,Diesel,104999.5,Toyota,Corolla,5.0,WW au Maroc,Oui,5,150000
,2019,Automatique,Diesel,144999.5,Land Rover,Range Rover Velar,5.0,WW au Maroc,Oui,8,360000
,2015,Manuelle,Essence,174999.5,Kia,Picanto,5.0,WW au Maroc,Oui,6,86500
,2005,Manuelle,Diesel,424999.5,Mercedes-Benz,220,5.0,Dédouanée,Oui,9,110000
,2024,Manuelle,Diesel,12499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,180000
,2020,Automatique,Diesel,62499.5,BMW,Série 1,5.0,WW au Maroc,Oui,6,225000
,2019,Manuelle,Diesel,97499.5,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8,315000
,2014,Automatique,Diesel,184999.5,BMW,X3,5.0,WW au Maroc,Non,8,180000
,2013,Automatique,Diesel,154999.5,Mercedes-Benz,Classe B,5.0,WW au Maroc,Non,7,150000
,2015,Automatique,Diesel,97499.5,BMW,Série 1,5.0,WW au Maroc,Oui,6,190000
,2011,Manuelle,Diesel,224999.5,Chevrolet,Cruze,5.0,WW au Maroc,Oui,8,63000
,2014,Automatique,Essence,92499.5,Suzuki,Swift,5.0,Importée neuve,Non,7,80000
,2021,Automatique,Diesel,164999.5,Alfa Romeo,Stelvio,5.0,WW au Maroc,Oui,8,295000
,2024,Automatique,Diesel,27499.5,Peugeot,308,5.0,WW au Maroc,Oui,6,255000
,2011,Manuelle,Diesel,274999.5,Peugeot,Partner,5.0,WW au Maroc,Oui,6,66000
,2019,Automatique,Diesel,104999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,290000
,2012,Manuelle,Essence,2499.5,Hyundai,i20,5.0,WW au Maroc,Non,6,65000
,2015,Manuelle,Diesel,2499.5,Volkswagen,Crafter,5.0,Importée neuve,Oui,8,155000
,2025,Manuelle,Essence,12499.5,Opel,Corsa,5.0,WW au Maroc,Oui,7,155000
,2019,Manuelle,Diesel,154999.5,Fiat,Doblo,5.0,WW au Maroc,Oui,7,88000
,2000,Manuelle,Essence,474999.5,Peugeot,406,5.0,Dédouanée,Non,10,27000
,2016,Manuelle,Diesel,224999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,170000
,2024,Manuelle,Essence,82499.5,Dacia,Logan,5.0,WW au Maroc,Oui,5,117000
,2016,Manuelle,Diesel,274999.5,Peugeot,508,5.0,WW au Maroc,Non,6,125000
,2013,Automatique,Diesel,274999.5,Volkswagen,Golf 6,5.0,Dédouanée,Oui,6,145000
,2012,Manuelle,Diesel,224999.5,Dacia,Duster,5.0,WW au Maroc,Non,6,118000
,2021,Manuelle,Diesel,97499.5,Dacia,Logan,5.0,WW au Maroc,Non,6,122000
,2002,Manuelle,Diesel,274999.5,Volkswagen,Passat,5.0,WW au Maroc,Non,7,65000
,2021,Automatique,Diesel,82499.5,Volkswagen,Touareg,3.0,WW au Maroc,Oui,12,595000
,2018,Automatique,Diesel,124999.5,Audi,Q5,5.0,Dédouanée,Non,8,440000
,2019,Automatique,Diesel,97499.5,BMW,X5,5.0,WW au Maroc,Oui,12,445000
,2018,Automatique,Diesel,144999.5,BMW,X1,5.0,WW au Maroc,Oui,8,248000
,2023,Automatique,Diesel,87499.5,Audi,A4,5.0,WW au Maroc,Oui,8,335000
,2019,Manuelle,Essence,77499.5,Fiat,Tipo,5.0,WW au Maroc,Oui,8,90000
,2016,Automatique,Diesel,52499.5,Mini,Cooper,5.0,WW au Maroc,Oui,8,200000
,2019,Automatique,Diesel,114999.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Non,6,170000
,2017,Manuelle,Diesel,184999.5,Ford,Fiesta,5.0,WW au Maroc,Oui,6,128000
,2012,Automatique,Diesel,154999.5,Jaguar,XF,5.0,Importée neuve,Non,12,90000
,2007,Manuelle,Essence,154999.5,Peugeot,207,3.0,Dédouanée,Non,8,53000
,2022,Automatique,Diesel,92499.5,Citroën,C3,5.0,WW au Maroc,Non,6,180000
,2012,Manuelle,Diesel,174999.5,Fiat,Grande Punto,5.0,WW au Maroc,Non,5,78000
,2024,Automatique,Diesel,22499.5,Audi,A3,5.0,WW au Maroc,Non,8,291000
,2023,Manuelle,Diesel,17499.5,Fiat,Doblo,5.0,WW au Maroc,Oui,6,215000
,2000,Manuelle,Diesel,2499.5,Peugeot,407,5.0,Dédouanée,Non,8,57000
,2016,Automatique,Diesel,104999.5,Volkswagen,E-Golf,5.0,Dédouanée,Oui,8,225000
,2001,Manuelle,Essence,164999.5,Fiat,Siena,5.0,Dédouanée,Non,6,260000
,2015,Manuelle,Diesel,174999.5,Seat,Leon,5.0,WW au Maroc,Non,6,138000
,2015,Manuelle,Diesel,154999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,8,155000
,2024,Manuelle,Diesel,22499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,162000
,2023,Automatique,Diesel,42499.5,BMW,Série 5,5.0,WW au Maroc,Oui,8,450000
,2008,Manuelle,Diesel,224999.5,Peugeot,207,5.0,Dédouanée,Non,6,81000
,2025,Manuelle,Diesel,2499.5,Dacia,Logan,5.0,Importée neuve,Oui,6,125000
,2018,Automatique,Diesel,194999.5,Audi,Q5,5.0,WW au Maroc,Non,8,309000
,2014,Manuelle,Diesel,194999.5,Skoda,Rapid,5.0,WW au Maroc,Oui,6,100000
,2021,Automatique,Diesel,2499.5,Peugeot,308,5.0,Dédouanée,Oui,6,190000
,2015,Manuelle,Diesel,224999.5,Dacia,Dokker,5.0,Dédouanée,Oui,6,168000
,2024,Manuelle,Diesel,17499.5,Dacia,Logan,5.0,WW au Maroc,Oui,15,110000
,2022,Automatique,Diesel,97499.5,Volkswagen,Golf 8,5.0,WW au Maroc,Oui,8,295000
,2016,Manuelle,Diesel,154999.5,Ford,Fiesta,5.0,WW au Maroc,Non,6,120000
,2019,Manuelle,Essence,114999.5,Toyota,Auris,5.0,Dédouanée,Non,6,125000
,2007,Manuelle,Essence,77499.5,Kia,Picanto,5.0,WW au Maroc,Non,6,62000
,2023,Automatique,Diesel,37499.5,Opel,Grandland,5.0,WW au Maroc,Oui,6,265000
,2020,Automatique,Diesel,87499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8,269000
,2022,Automatique,Hybride,82499.5,Mercedes-Benz,Classe E,5.0,Importée neuve,Oui,9,580000
,2022,Manuelle,Diesel,97499.5,Peugeot,Rifter,5.0,WW au Maroc,Non,6,182000
,2019,Manuelle,Diesel,194999.5,Renault,Clio,5.0,WW au Maroc,Non,6,98000
,2023,Manuelle,Diesel,97499.5,Dacia,Lodgy,5.0,WW au Maroc,Oui,6,157000
,2016,Manuelle,Diesel,92499.5,Seat,Leon,5.0,WW au Maroc,Oui,6,164000
,2007,Manuelle,Essence,194999.5,Honda,Jazz,5.0,WW au Maroc,Non,8,60000
,2019,Automatique,Diesel,104999.5,Audi,Q3,5.0,WW au Maroc,Oui,8,335000
,2021,Automatique,Essence,104999.5,Porsche,Macan,5.0,WW au Maroc,Non,11,510000
,2019,Automatique,Diesel,184999.5,Opel,Astra,5.0,WW au Maroc,Oui,6,167000
,2021,Manuelle,Diesel,77499.5,Renault,Clio,5.0,WW au Maroc,Non,6,138000
,2021,Automatique,Diesel,104999.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,255000
,2007,Automatique,Diesel,274999.5,BMW,X3,5.0,Dédouanée,Non,8,115000
,2021,Manuelle,Diesel,124999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,120000
,2020,Automatique,Diesel,27499.5,Volkswagen,Touareg,5.0,WW au Maroc,Oui,12,390000
,2020,Automatique,Diesel,52499.5,BMW,Série 3,5.0,WW au Maroc,Oui,8,395000
,2019,Manuelle,Diesel,124999.5,Dacia,Duster,5.0,WW au Maroc,Non,5,127000
,2022,Automatique,Diesel,114999.5,Hyundai,Tucson,5.0,WW au Maroc,Non,6,245000
,2019,Automatique,Hybride,47499.5,Toyota,C-HR,5.0,WW au Maroc,Oui,8,215000
,2021,Automatique,Hybride,134999.5,Toyota,C-HR,5.0,WW au Maroc,Oui,10,205000
,1995,Manuelle,Diesel,2499.5,Mercedes-Benz,250,5.0,Dédouanée,Non,10,70000
,2020,Automatique,Diesel,97499.5,Volkswagen,Touareg,5.0,WW au Maroc,Non,12,310000
,2021,Automatique,Diesel,164999.5,Volkswagen,Golf 8,5.0,Dédouanée,Non,8,355000
,2022,Manuelle,Diesel,92499.5,Peugeot,208,5.0,WW au Maroc,Non,6,145000
,2023,Automatique,Diesel,7499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8,335000
,2016,Automatique,Diesel,274999.5,Renault,Koleos,5.0,WW au Maroc,Oui,8,129000
,2023,Automatique,Diesel,77499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,290000
,2014,Manuelle,Diesel,224999.5,Ford,Focus,5.0,WW au Maroc,Non,6,125000
,2012,Automatique,Diesel,174999.5,Alfa Romeo,Giulietta,5.0,WW au Maroc,Non,8,110000
,2012,Manuelle,Diesel,224999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,216000
,2020,Automatique,Diesel,104999.5,Audi,Q8,5.0,WW au Maroc,Oui,12,640000
,2013,Manuelle,Diesel,174999.5,Nissan,Juke,5.0,Importée neuve,Non,6,115000
,2016,Automatique,Diesel,104999.5,Hyundai,i30,5.0,WW au Maroc,Oui,6,130000
,2020,Automatique,Diesel,154999.5,Volkswagen,Jetta,5.0,WW au Maroc,Oui,8,198000
,2022,Manuelle,Diesel,174999.5,Citroën,C3,5.0,WW au Maroc,Non,6,133000
,2023,Automatique,Diesel,97499.5,Cupra,Leon,5.0,WW au Maroc,Non,8,330000
,2019,Manuelle,Diesel,154999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,100000
,2019,Automatique,Diesel,124999.5,BMW,Série 5,5.0,WW au Maroc,Oui,8,325000
,2008,Manuelle,Diesel,274999.5,Hyundai,Tucson,5.0,WW au Maroc,Non,8,75000
,2011,Automatique,Diesel,224999.5,Toyota,Prado,5.0,Dédouanée,Non,12,235000
,2016,Automatique,Diesel,224999.5,Opel,Astra,5.0,WW au Maroc,Oui,8,125000
,2012,Manuelle,Diesel,134999.5,Ford,Kuga,5.0,WW au Maroc,Oui,8,135000
,2023,Automatique,Diesel,47499.5,Peugeot,3008,5.0,WW au Maroc,Oui,8,310000
,2019,Automatique,Diesel,154999.5,Volkswagen,Touran,5.0,Dédouanée,Oui,8,334000
,2014,Manuelle,Diesel,224999.5,Audi,Q5,5.0,WW au Maroc,Non,8,168000
,2019,Automatique,Diesel,104999.5,Mercedes-Benz,Classe GLC,5.0,WW au Maroc,Non,9,319999
,2011,Manuelle,Diesel,194999.5,Mini,One,3.0,Dédouanée,Non,6,85000
,2012,Manuelle,Diesel,274999.5,Citroën,C4,5.0,WW au Maroc,Non,6,98000
,2013,Automatique,Diesel,184999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,235000
,2017,Manuelle,Diesel,114999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,178000
,2021,Manuelle,Diesel,144999.5,Seat,Ibiza,5.0,WW au Maroc,Oui,6,195000
,2007,Manuelle,Diesel,374999.5,Volkswagen,Passat,5.0,Dédouanée,Oui,7,90000
,2010,Manuelle,Diesel,224999.5,Mercedes-Benz,Classe C,5.0,Dédouanée,Non,8,132000
,2012,Manuelle,Diesel,224999.5,Renault,Kangoo,5.0,Dédouanée,Oui,6,80000
,2020,Manuelle,Diesel,92499.5,Skoda,Octavia,5.0,WW au Maroc,Oui,8,195000
,2011,Automatique,Essence,104999.5,Chevrolet,Camaro,3.0,Dédouanée,Non,17,124000
,2001,Manuelle,Diesel,224999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,8,72000
,2024,Automatique,Essence,32499.5,Geely,Coolray,5.0,WW au Maroc,Oui,8,245000
,2017,Automatique,Diesel,174999.5,Alfa Romeo,Giulia,5.0,WW au Maroc,Non,8,185000
,2003,Manuelle,Diesel,224999.5,Volkswagen,Golf 4,5.0,Dédouanée,Non,6,93000
,2011,Manuelle,Diesel,274999.5,Kia,Ceed,5.0,WW au Maroc,Non,7,74999
,2006,Manuelle,Diesel,27499.5,Fiat,Palio,5.0,WW au Maroc,Non,7,36000
,2010,Manuelle,Essence,154999.5,Peugeot,308,5.0,WW au Maroc,Non,8,58000
,2008,Manuelle,Essence,154999.5,Ford,Fiesta,5.0,WW au Maroc,Non,7,57000
,2018,Manuelle,Diesel,194999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,172000
,2021,Manuelle,Essence,42499.5,Suzuki,Jimny,3.0,WW au Maroc,Oui,8,180000
,2017,Automatique,Essence,154999.5,Honda,Jazz,5.0,WW au Maroc,Oui,7,128000
,2020,Automatique,Diesel,77499.5,Mercedes-Benz,220,5.0,Importée neuve,Oui,9,378000
,2016,Automatique,Diesel,154999.5,Ford,Fusion,5.0,WW au Maroc,Non,8,162000
,2020,Manuelle,Diesel,174999.5,Renault,Kangoo,3.0,WW au Maroc,Oui,6,126000
,2000,Manuelle,Diesel,2499.5,Fiat,Palio,5.0,WW au Maroc,Non,6,28000
,2020,Automatique,Diesel,7499.5,Dacia,Duster,5.0,Dédouanée,Oui,6,178000
,2012,Manuelle,Diesel,164999.5,Skoda,Octavia,5.0,WW au Maroc,Non,8,125000
,2018,Automatique,Diesel,144999.5,Mercedes-Benz,220,5.0,Dédouanée,Oui,9,345000
,2023,Automatique,Essence,42499.5,Renault,Captur,5.0,WW au Maroc,Non,8,210000
,2015,Manuelle,Diesel,224999.5,Toyota,Corolla,5.0,WW au Maroc,Non,5,133000
,2023,Manuelle,Diesel,17499.5,Jeep,Renegade,5.0,WW au Maroc,Non,6,225000
,2016,Manuelle,Diesel,124999.5,Renault,Captur,5.0,WW au Maroc,Oui,6,130000
,2017,Automatique,Diesel,134999.5,Peugeot,3008,5.0,WW au Maroc,Non,8,185000
,2008,Manuelle,Diesel,324999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,9,130000
,2013,Manuelle,Diesel,184999.5,Seat,Leon,5.0,WW au Maroc,Non,6,120000
,2016,Manuelle,Diesel,82499.5,Renault,Clio,5.0,WW au Maroc,Oui,6,107000
,2021,Automatique,Diesel,77499.5,Volkswagen,Touran,5.0,Dédouanée,Oui,8,420000
,2006,Manuelle,Diesel,194999.5,Volkswagen,Golf 5,5.0,Dédouanée,Oui,8,92000
,2010,Manuelle,Diesel,274999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,72000
,2008,Manuelle,Diesel,274999.5,Volkswagen,Polo,5.0,Dédouanée,Oui,6,95000
,2014,Manuelle,Diesel,164999.5,Hyundai,Accent,5.0,WW au Maroc,Non,6,100000
,2023,Manuelle,Diesel,114999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,147000
,2016,Manuelle,Diesel,194999.5,Nissan,Note,5.0,WW au Maroc,Oui,6,90000
,2013,Automatique,Diesel,184999.5,Land Rover,Freelander,5.0,WW au Maroc,Non,9,120000
,2021,Automatique,Diesel,97499.5,Renault,Megane,5.0,WW au Maroc,Non,6,172000
,2001,Manuelle,Diesel,224999.5,Mercedes-Benz,220,5.0,Dédouanée,Non,8,67000
,2018,Manuelle,Diesel,224999.5,Peugeot,208,5.0,WW au Maroc,Non,6,120000
,2008,Manuelle,Diesel,154999.5,Peugeot,207,5.0,WW au Maroc,Oui,6,80000
,2022,Manuelle,Diesel,37499.5,Seat,Arona,5.0,WW au Maroc,Oui,6,197000
,2020,Manuelle,Diesel,114999.5,Ford,Kuga,5.0,WW au Maroc,Oui,6,198000
,2003,Manuelle,Essence,194999.5,Fiat,Uno,5.0,WW au Maroc,Non,6,20000
,2003,Manuelle,Essence,274999.5,Toyota,Avensis,5.0,WW au Maroc,Oui,10,40000
,2002,Manuelle,Essence,12499.5,Audi,A3,3.0,WW au Maroc,Non,10,30000
,2012,Manuelle,Diesel,224999.5,Peugeot,207,5.0,WW au Maroc,Non,6,87000
,2023,Manuelle,Diesel,82499.5,Renault,Express,5.0,WW au Maroc,Oui,6,180000
,2014,Automatique,Diesel,274999.5,Audi,Q7,5.0,WW au Maroc,Non,11,116000
,2022,Automatique,Diesel,52499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,310000
,2021,Automatique,Diesel,174999.5,Mercedes-Benz,Classe E,5.0,WW au Maroc,Non,8,448000
,2021,Manuelle,Diesel,82499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,109999
,2020,Manuelle,Diesel,77499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,85000
,2019,Manuelle,Essence,134999.5,Seat,Ibiza,5.0,WW au Maroc,Non,6,125001
,2010,Automatique,Diesel,224999.5,Audi,A4,5.0,Dédouanée,Non,8,128000
,2008,Automatique,Diesel,274999.5,Peugeot,407,5.0,Dédouanée,Non,8,58000
,2011,Manuelle,Diesel,224999.5,Citroën,Berlingo,5.0,WW au Maroc,Oui,6,105000
,2013,Manuelle,Essence,134999.5,Chevrolet,Spark,5.0,WW au Maroc,Non,6,59000
,2008,Manuelle,Essence,144999.5,Chevrolet,Spark,5.0,WW au Maroc,Oui,5,41000
,2022,Automatique,Hybride,154999.5,Kia,K5,5.0,WW au Maroc,Non,11,290000
,2022,Automatique,Hybride,52499.5,Toyota,Yaris,5.0,WW au Maroc,Oui,8,215000
,2019,Automatique,Diesel,144999.5,Land Rover,Range Rover Vogue,3.0,Dédouanée,Oui,12,530000
,2021,Automatique,Diesel,134999.5,Peugeot,3008,5.0,WW au Maroc,Non,8,255000
,1997,Manuelle,Essence,274999.5,Toyota,Starlet,5.0,Importée neuve,Non,7,28000
,2001,Manuelle,Essence,274999.5,Renault,Clio,5.0,WW au Maroc,Non,8,43000
,2021,Automatique,Diesel,124999.5,BMW,i3,5.0,WW au Maroc,Oui,8,319000
,2023,Automatique,Diesel,72499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,278000
,2015,Manuelle,Diesel,164999.5,Nissan,Qashqai,5.0,WW au Maroc,Non,6,158000
,2024,Automatique,Diesel,37499.5,Hyundai,Tucson,5.0,WW au Maroc,Oui,6,365000
,2022,Automatique,Diesel,42499.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,7,300477
,2018,Automatique,Diesel,144999.5,Land Rover,Range Rover Sport,5.0,Importée neuve,Non,12,425000
,2015,Manuelle,Diesel,104999.5,Mercedes-Benz,180,5.0,WW au Maroc,Oui,7,160000
,2023,Manuelle,Diesel,27499.5,Dacia,Sandero,5.0,WW au Maroc,Oui,6,168000
,2020,Manuelle,Diesel,92499.5,Peugeot,2008,5.0,WW au Maroc,Oui,6,165000
,2015,Automatique,Diesel,174999.5,BMW,X5,5.0,WW au Maroc,Non,9,225000
,2015,Automatique,Diesel,224999.5,Audi,Q7,5.0,WW au Maroc,Oui,12,260000
,2020,Automatique,Diesel,154999.5,Volkswagen,Touareg,5.0,WW au Maroc,Non,12,328000
,2022,Automatique,Essence,67499.5,Audi,Q3,5.0,Importée neuve,Oui,14,638000
,2016,Manuelle,Diesel,174999.5,Dacia,Duster,5.0,WW au Maroc,Non,7,110000
,2008,Manuelle,Diesel,184999.5,Volkswagen,Golf 5,5.0,WW au Maroc,Non,8,92000
,1998,Manuelle,Essence,134999.5,Fiat,Uno,5.0,Dédouanée,Non,6,220000
,2018,Automatique,Diesel,174999.5,Land Rover,Range Rover Evoque,5.0,WW au Maroc,Oui,8,230000
,2022,Automatique,Diesel,82499.5,Volkswagen,Tiguan,5.0,WW au Maroc,Non,8,359000
,2013,Automatique,Diesel,124999.5,Renault,Clio,3.0,WW au Maroc,Oui,8,129000
,2025,Automatique,Hybride,12499.5,BYD,Seal U,5.0,WW au Maroc,Oui,9,355000
,2021,Manuelle,Diesel,104999.5,Renault,Clio,5.0,WW au Maroc,Oui,6,120000
,2018,Automatique,Diesel,144999.5,Peugeot,3008,5.0,WW au Maroc,Non,8,235000
,2021,Automatique,Diesel,97499.5,BMW,Série 6,5.0,WW au Maroc,Oui,12,470000
,2018,Automatique,Diesel,164999.5,Peugeot,3008,5.0,WW au Maroc,Non,8,195000
,2021,Automatique,Diesel,104999.5,Audi,A4,5.0,WW au Maroc,Oui,8,310000
,2011,Manuelle,Diesel,224999.5,Volkswagen,Touran,5.0,Dédouanée,Oui,6,138000
,2023,Automatique,Diesel,104999.5,Hyundai,Accent,5.0,WW au Maroc,Oui,6,173000
,2008,Automatique,Diesel,424999.5,Volkswagen,Touran,5.0,Dédouanée,Non,8,109000
,2020,Manuelle,Essence,72499.5,Skoda,Fabia,5.0,WW au Maroc,Non,5,125000
,2013,Manuelle,Diesel,194999.5,Ford,Focus,5.0,WW au Maroc,Non,6,105000
,2000,Manuelle,Essence,224999.5,Fiat,Palio,5.0,Dédouanée,Non,6,33000
,2016,Manuelle,Diesel,194999.5,Peugeot,301,5.0,WW au Maroc,Non,6,92000
,2016,Automatique,Diesel,164999.5,Audi,Q5,5.0,Dédouanée,Oui,12,262000
,2017,Manuelle,Diesel,134999.5,Ford,Fiesta,3.0,WW au Maroc,Non,6,113000
,2010,Manuelle,Diesel,2499.5,Hyundai,Santa Fe,5.0,WW au Maroc,Non,9,110000
,2003,Manuelle,Diesel,194999.5,Opel,Astra,5.0,WW au Maroc,Non,6,65000
,2019,Automatique,Diesel,164999.5,Audi,Q8,3.0,WW au Maroc,Oui,12,550000
,2022,Manuelle,Diesel,72499.5,Fiat,Tipo,5.0,WW au Maroc,Oui,5,130000
,2007,Automatique,Diesel,194999.5,Hyundai,Tucson,5.0,WW au Maroc,Non,9,100000
,2014,Automatique,Diesel,274999.5,BMW,X1,5.0,WW au Maroc,Oui,8,159000
,2001,Automatique,Essence,424999.5,Honda,Civic,5.0,WW au Maroc,Non,6,47000
,2006,Manuelle,Diesel,2499.5,Citroën,Berlingo,5.0,Dédouanée,Non,7,73000
,2008,Manuelle,Diesel,194999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,75000
,1998,Manuelle,Essence,164999.5,Hyundai,Accent,5.0,WW au Maroc,Non,9,29500
,2013,Manuelle,Diesel,87499.5,Nissan,Juke,5.0,WW au Maroc,Non,6,125000
,2021,Automatique,Diesel,174999.5,Dacia,Logan,5.0,WW au Maroc,Non,6,107000
,2007,Automatique,Essence,374999.5,Mercedes-Benz,Classe E,5.0,Importée neuve,Non,17,50000
,2015,Manuelle,Diesel,87499.5,Seat,Leon,5.0,WW au Maroc,Oui,6,150000
,2013,Manuelle,Diesel,274999.5,Volkswagen,Tiguan,5.0,Dédouanée,Non,8,200000
,2023,Manuelle,Diesel,37499.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,152000
,2015,Automatique,Diesel,224999.5,Volkswagen,Golf 7,5.0,Dédouanée,Non,8,225000
,2022,Automatique,Diesel,72499.5,Hyundai,Tucson,5.0,WW au Maroc,Non,6,315000
,2019,Manuelle,Essence,97499.5,Volkswagen,Polo,5.0,WW au Maroc,Oui,6,125000
,2012,Manuelle,Diesel,174999.5,Dacia,Duster,5.0,WW au Maroc,Non,6,105000
,2023,Automatique,Hybride,22499.5,Kia,Sportage,5.0,WW au Maroc,Non,9,315000
,2021,Automatique,Diesel,77499.5,Volkswagen,T-Roc,5.0,WW au Maroc,Oui,8,295000
,2017,Manuelle,Diesel,114999.5,Volkswagen,Tiguan,5.0,WW au Maroc,Oui,8,210000
,2007,Manuelle,Essence,22499.5,Fiat,Palio,5.0,WW au Maroc,Non,6,33000
,2018,Automatique,Diesel,224999.5,Skoda,Kodiaq,5.0,WW au Maroc,Non,8,196000
,2008,Manuelle,Diesel,184999.5,Dacia,Logan,5.0,WW au Maroc,Oui,6,73000
,2012,Automatique,Diesel,164999.5,Mercedes-Benz,220,5.0,Dédouanée,Oui,9,210000
,2022,Automatique,Diesel,82499.5,Hyundai,Santa Fe,5.0,WW au Maroc,Oui,9,299000
,2013,Manuelle,Diesel,274999.5,Ford,Focus,3.0,WW au Maroc,Non,6,112000
,2015,Manuelle,Diesel,224999.5,Toyota,Avensis,5.0,WW au Maroc,Non,8,137000
,2009,Manuelle,Diesel,374999.5,Peugeot,207,3.0,WW au Maroc,Non,6,73000
,2005,Manuelle,Essence,194999.5,Dacia,Logan,5.0,WW au Maroc,Oui,8,49000
,2020,Manuelle,Diesel,82499.5,Dacia,Duster,5.0,WW au Maroc,Oui,6,165000
,2012,Automatique,Essence,174999.5,Land Rover,Range Rover Sport,5.0,WW au Maroc,Oui,29,155000
,2017,Manuelle,Essence,114999.5,Hyundai,i10,5.0,WW au Maroc,Non,6,80000
,2018,Manuelle,Diesel,194999.5,Nissan,Micra,5.0,WW au Maroc,Oui,6,125000
,2009,Automatique,Diesel,424999.5,Volvo,XC60,5.0,WW au Maroc,Non,10,109000
,2022,Manuelle,Diesel,42499.5,Jeep,Compass,5.0,WW au Maroc,Oui,6,210000
,2019,Automatique,Diesel,174999.5,Renault,Koleos,5.0,Importée neuve,Oui,8,215000
,2018,Automatique,Diesel,184999.5,Audi,A3,5.0,Dédouanée,Non,8,300000
,2019,Manuelle,Diesel,184999.5,Peugeot,Partner,5.0,WW au Maroc,Oui,7,147000
,2010,Automatique,Essence,274999.5,Honda,Civic,5.0,WW au Maroc,Oui,9,95000
,2024,Manuelle,Diesel,67499.5,Peugeot,208,3.0,WW au Maroc,Oui,6,168000
,2018,Manuelle,Diesel,134999.5,Volkswagen,Golf 7,5.0,WW au Maroc,Non,8,179000
,2021,Automatique,Electrique,32499.5,Citroën,Ami,3.0,WW au Maroc,Oui,4,55000
,2023,Automatique,Diesel,42499.5,Audi,A5,5.0,WW au Maroc,Oui,8,409000
,2023,Automatique,Diesel,114999.5,Citroën,ZX,5.0,WW au Maroc,Non,6,360000
,2023,Automatique,Diesel,17499.5,Alfa Romeo,146,5.0,WW au Maroc,Oui,8,640000
,2015,Automatique,Diesel,174999.5,Peugeot,508,5.0,WW au Maroc,Non,8,128000
,2020,Automatique,Diesel,194999.5,Mercedes-Benz,Classe E,5.0,WW au Maroc,Non,8,395000
,2015,Manuelle,Diesel,224999.5,Toyota,Avensis,5.0,WW au Maroc,Non,8,135000
,2011,Automatique,Diesel,224999.5,Honda,Accord,5.0,WW au Maroc,Non,9,88000
,2020,Manuelle,Diesel,104999.5,Renault,Clio,5.0,WW au Maroc,Non,6,122000
,2018,Automatique,Diesel,12499.5,Hyundai,Tucson,5.0,WW au Maroc,Non,7,220000
